Reach of Stacked_table,Stream,Number of Fish,Reach of WhitewaterFishStreamrevised2,Fork,Temp.C,Width.m,Depth.cm,CV.cm.s,P.gravel
Green sunfish,sf brookwood,18,sf brookwood,South,10,6.513333333,53.33333333,44.13333333,0.183333333
Green sunfish,sf scpu,6,sf scpu,South,12,9.533333333,53.45,33.88333333,0.283333333
Green sunfish,sf richland crossing,1,sf richland crossing,South,13,9.48,60.38333333,34.85,0.133333333
Green sunfish,sf person,,sf person,South,12,9.546666667,44.93333333,55.45,0.416666667
Green sunfish,sf heins 37,,sf heins 37,South,8,10.08666667,50.45,35.05,0.183333333
Green sunfish,sf high bridge,,sf high bridge,South,10,8.533333333,41.05,48.43333333,0.033333333
Green sunfish,sf u/s crystal springs,,sf u/s crystal springs,South,,14.28,,,
Green sunfish,sf hwy 26,1,sf hwy 26,South,9,11.96666667,55.355,47.98333333,0.316666667
Bluegill,nf pries source 1,,nf pries source 1,North,10,1.68,8.066666667,6.033333333,0.133333333
Bluegill,nf pries source 2,,nf pries source 2,North,13,1.666666667,7.416666667,7.6,0.066666667
Bluegill,nf pries 1,,nf pries 1,North,9,1.841333333,17.71666667,22.33333333,0.116666667
Bluegill,nf pries 2,,nf pries 2,North,10,3.386666667,33.76666667,27.43333333,0.316666667
Bluegill,nf walsch,,nf walsch,North,9,2.853333333,51.06666667,27.18333333,0.283333333
Bluegill,nf shea,,nf shea,North,9,4.133333333,33.18333333,30.65,0.133333333
Bluegill,nf jech,,nf jech,North,11,4.653333333,54.06666667,30.4,0.15
Bluegill,nf tradup,,nf tradup,North,10,6.013333333,59.5,23.83333333,0.066666667
Bluegill,nf elgin,,nf elgin,North,11,7.926666667,43.23333333,23.9,0.033333333
Bluegill,nf jech pond,,nf jech pond,North,12,8.273333333,45.46666667,19.78333333,0
Bluegill,nf sjech,,nf sjech,North,13,8.193333333,46.75,28.53333333,0.033333333
Bluegill,nf reiter,,nf reiter,North,13,5.353333333,55.38333333,27.1,0.2
Bluegill,nf borgen,,nf borgen,North,15,7.386666667,63.58333333,20.76666667,0.05
Bluegill,nf crary,,nf crary,North,13,9.673333333,45.56666667,21.85,0
Bluegill,nf kcrary,,nf kcrary,North,12,12.26,34.61666667,27.36666667,0.2
Bluegill,nf carley,,nf carley,North,13,11.28125,40.953125,17.484375,0
Bluegill,nf breiter,,nf breiter,North,8,11.85333333,34.66666667,57.38333333,0
Bluegill,nf logan,,nf logan,North,11,6.426666667,21.46666667,37.86666667,0.083333333
Bluegill,nf upper wwma,,nf upper wwma,North,12,15.21333333,41.45,40.3,0.05
Bluegill,nf fairwater,,nf fairwater,North,,12.48,,,
Bluegill,nf elba,,nf elba,North,14,11.26666667,36.93333333,56.55,0
Bluegill,mf crow springs source,,mf crow springs source,Middle,13,6.246666667,14.36666667,35.66666667,0.85
Bluegill,mf crow springs hwy 9,,mf crow springs hwy 9,Middle,8,4.393333333,53.26666667,23.35,0.183333333
Bluegill,mf crow springs biers,,mf crow springs biers,Middle,12,4.193333333,43.38333333,39.93333333,0.1
Bluegill,mf hines 107,,mf hines 107,Middle,7,2.426666667,21.74074074,13.05555556,0.233333333
Bluegill,mf russel,,mf russel,Middle,11,3.1,29.95,31.88333333,0.316666667
Bluegill,mf kriedermacher,,mf kriedermacher,Middle,11,4.04,19.3,25.11666667,0.3
Bluegill,mf bedtke,,mf bedtke,Middle,12,3.713333333,38.95,38.41666667,0.3
Bluegill,mf palmby,,mf palmby,Middle,14,4.313333333,29.03333333,30.8,0.35
Bluegill,mf bedtka,,mf bedtka,Middle,13,3.806666667,58.93333333,28.4,0.25
Bluegill,mf duellman,,mf duellman,Middle,16,6.086666667,34.28333333,25.06666667,0.166666667
Bluegill,mf halbakken,,mf halbakken,Middle,10,6.613333333,34.88333333,18.25,0.25
Bluegill,mf hentges,,mf hentges,Middle,14,6.4,34.65,35.73333333,0.333333333
Bluegill,mf quincy,,mf quincy,Middle,13,7.53,,,
Bluegill,mf cwwma,,mf cwwma,Middle,12,11.77333333,49.31666667,54.28333333,0.45
Bluegill,mf group camp,,mf group camp,Middle,14,9.493333333,44.28333333,24.48333333,0
Bluegill,mf south picnic,,mf south picnic,Middle,10,11.43333333,35.55,53.71666667,0.15
Bluegill,mf park campground,,mf park campground,Middle,8,9.653333333,36.56666667,55.5,0.016666667
Bluegill,mf lazy d,,mf lazy d,Middle,12,9.34,46.21666667,59.68333333,0.116666667
Bluegill,mf swwma,,mf swwma,Middle,12,10.62,30.33333333,39.56666667,0
Bluegill,sf eyota,,sf eyota,South,,6.51,,,
Bluegill,sf grahams arena,,sf grahams arena,South,14,2.893333333,16.4,13.5,0.55
Bluegill,sf eyota ditch,,sf eyota ditch,South,13,2.246666667,22.05,26.83333333,0.5
Bluegill,sf c. franke source,,sf c. franke source,South,9,1.693333333,17.95454545,21.65909091,0.166666667
Bluegill,sf c. franke,,sf c. franke,South,10,2.68,23.2962963,12.16666667,0.45
Bluegill,sf b. franke,,sf b. franke,South,11,3.46,34.26666667,27.5,0.25
Bluegill,sf keefe,,sf keefe,South,13,4.94,33.16666667,22.1,0.216666667
Bluegill,sf millard,,sf millard,South,10,4.533333333,61.15,55.18333333,0.2
Bluegill,sf irhke source,,sf irhke source,South,8,6.206666667,44.25,24.76666667,0.083333333
Bluegill,sf millard d/s,,sf millard d/s,South,11,8.806666667,45.06666667,56.7,0.4
Bluegill,sf zitzow,,sf zitzow,South,10,6.76,29.38333333,35.93333333,0.583333333
Bluegill,sf andring,,sf andring,South,8,5.22,45.11666667,33.5,0.383333333
Bluegill,sf park west,,sf park west,South,12,5.746666667,41.66666667,43.16666667,0.316666667
Bluegill,sf brookwood,,sf brookwood,South,10,6.513333333,53.33333333,44.13333333,0.183333333
Bluegill,sf scpu,,sf scpu,South,12,9.533333333,53.45,33.88333333,0.283333333
Bluegill,sf richland crossing,,sf richland crossing,South,13,9.48,60.38333333,34.85,0.133333333
Bluegill,sf person,,sf person,South,12,9.546666667,44.93333333,55.45,0.416666667
Bluegill,sf heins 37,,sf heins 37,South,8,10.08666667,50.45,35.05,0.183333333
Bluegill,sf high bridge,1,sf high bridge,South,10,8.533333333,41.05,48.43333333,0.033333333
Bluegill,sf u/s crystal springs,,sf u/s crystal springs,South,,14.28,,,
Bluegill,sf hwy 26,,sf hwy 26,South,9,11.96666667,55.355,47.98333333,0.316666667
Fantail darter,nf pries source 1,,nf pries source 1,North,10,1.68,8.066666667,6.033333333,0.133333333
Fantail darter,nf pries source 2,1,nf pries source 2,North,13,1.666666667,7.416666667,7.6,0.066666667
Fantail darter,nf pries 1,,nf pries 1,North,9,1.841333333,17.71666667,22.33333333,0.116666667
Fantail darter,nf pries 2,5,nf pries 2,North,10,3.386666667,33.76666667,27.43333333,0.316666667
Fantail darter,nf walsch,4,nf walsch,North,9,2.853333333,51.06666667,27.18333333,0.283333333
Fantail darter,nf shea,6,nf shea,North,9,4.133333333,33.18333333,30.65,0.133333333
Fantail darter,nf jech,,nf jech,North,11,4.653333333,54.06666667,30.4,0.15
Fantail darter,nf tradup,,nf tradup,North,10,6.013333333,59.5,23.83333333,0.066666667
Fantail darter,nf elgin,1,nf elgin,North,11,7.926666667,43.23333333,23.9,0.033333333
Fantail darter,nf jech pond,,nf jech pond,North,12,8.273333333,45.46666667,19.78333333,0
Fantail darter,nf sjech,,nf sjech,North,13,8.193333333,46.75,28.53333333,0.033333333
Fantail darter,nf reiter,,nf reiter,North,13,5.353333333,55.38333333,27.1,0.2
Fantail darter,nf borgen,1,nf borgen,North,15,7.386666667,63.58333333,20.76666667,0.05
Fantail darter,nf crary,19,nf crary,North,13,9.673333333,45.56666667,21.85,0
Fantail darter,nf kcrary,22,nf kcrary,North,12,12.26,34.61666667,27.36666667,0.2
Fantail darter,nf carley,3,nf carley,North,13,11.28125,40.953125,17.484375,0
Fantail darter,nf breiter,4,nf breiter,North,8,11.85333333,34.66666667,57.38333333,0
Fantail darter,nf logan,17,nf logan,North,11,6.426666667,21.46666667,37.86666667,0.083333333
Fantail darter,nf upper wwma,12,nf upper wwma,North,12,15.21333333,41.45,40.3,0.05
Fantail darter,nf fairwater,,nf fairwater,North,,12.48,,,
Fantail darter,nf elba,,nf elba,North,14,11.26666667,36.93333333,56.55,0
Fantail darter,mf crow springs source,,mf crow springs source,Middle,13,6.246666667,14.36666667,35.66666667,0.85
Fantail darter,mf crow springs hwy 9,,mf crow springs hwy 9,Middle,8,4.393333333,53.26666667,23.35,0.183333333
Fantail darter,mf crow springs biers,,mf crow springs biers,Middle,12,4.193333333,43.38333333,39.93333333,0.1
Fantail darter,mf hines 107,,mf hines 107,Middle,7,2.426666667,21.74074074,13.05555556,0.233333333
Fantail darter,mf russel,2,mf russel,Middle,11,3.1,29.95,31.88333333,0.316666667
Fantail darter,mf kriedermacher,,mf kriedermacher,Middle,11,4.04,19.3,25.11666667,0.3
Fantail darter,mf bedtke,2,mf bedtke,Middle,12,3.713333333,38.95,38.41666667,0.3
Fantail darter,mf palmby,,mf palmby,Middle,14,4.313333333,29.03333333,30.8,0.35
Fantail darter,mf bedtka,,mf bedtka,Middle,13,3.806666667,58.93333333,28.4,0.25
Fantail darter,mf duellman,,mf duellman,Middle,16,6.086666667,34.28333333,25.06666667,0.166666667
Fantail darter,mf halbakken,1,mf halbakken,Middle,10,6.613333333,34.88333333,18.25,0.25
Fantail darter,mf hentges,6,mf hentges,Middle,14,6.4,34.65,35.73333333,0.333333333
Fantail darter,mf quincy,,mf quincy,Middle,13,7.53,,,
Fantail darter,mf cwwma,,mf cwwma,Middle,12,11.77333333,49.31666667,54.28333333,0.45
Fantail darter,mf group camp,1,mf group camp,Middle,14,9.493333333,44.28333333,24.48333333,0
Fantail darter,mf south picnic,6,mf south picnic,Middle,10,11.43333333,35.55,53.71666667,0.15
Fantail darter,mf park campground,1,mf park campground,Middle,8,9.653333333,36.56666667,55.5,0.016666667
Fantail darter,mf lazy d,,mf lazy d,Middle,12,9.34,46.21666667,59.68333333,0.116666667
Fantail darter,mf swwma,,mf swwma,Middle,12,10.62,30.33333333,39.56666667,0
Fantail darter,sf eyota,,sf eyota,South,,6.51,,,
Fantail darter,sf grahams arena,26,sf grahams arena,South,14,2.893333333,16.4,13.5,0.55
Fantail darter,sf eyota ditch,100,sf eyota ditch,South,13,2.246666667,22.05,26.83333333,0.5
Fantail darter,sf c. franke source,44,sf c. franke source,South,9,1.693333333,17.95454545,21.65909091,0.166666667
Fantail darter,sf c. franke,432,sf c. franke,South,10,2.68,23.2962963,12.16666667,0.45
Fantail darter,sf b. franke,144,sf b. franke,South,11,3.46,34.26666667,27.5,0.25
Fantail darter,sf keefe,155,sf keefe,South,13,4.94,33.16666667,22.1,0.216666667
Fantail darter,sf millard,28,sf millard,South,10,4.533333333,61.15,55.18333333,0.2
Fantail darter,sf irhke source,34,sf irhke source,South,8,6.206666667,44.25,24.76666667,0.083333333
Fantail darter,sf millard d/s,22,sf millard d/s,South,11,8.806666667,45.06666667,56.7,0.4
Fantail darter,sf zitzow,9,sf zitzow,South,10,6.76,29.38333333,35.93333333,0.583333333
Fantail darter,sf andring,16,sf andring,South,8,5.22,45.11666667,33.5,0.383333333
Fantail darter,sf park west,10,sf park west,South,12,5.746666667,41.66666667,43.16666667,0.316666667
Fantail darter,sf brookwood,26,sf brookwood,South,10,6.513333333,53.33333333,44.13333333,0.183333333
Fantail darter,sf scpu,6,sf scpu,South,12,9.533333333,53.45,33.88333333,0.283333333
Fantail darter,sf richland crossing,9,sf richland crossing,South,13,9.48,60.38333333,34.85,0.133333333
Fantail darter,sf person,3,sf person,South,12,9.546666667,44.93333333,55.45,0.416666667
Fantail darter,sf heins 37,,sf heins 37,South,8,10.08666667,50.45,35.05,0.183333333
Fantail darter,sf high bridge,1,sf high bridge,South,10,8.533333333,41.05,48.43333333,0.033333333
Fantail darter,sf u/s crystal springs,3,sf u/s crystal springs,South,,14.28,,,
Fantail darter,sf hwy 26,,sf hwy 26,South,9,11.96666667,55.355,47.98333333,0.316666667
Johnny darter,nf pries source 1,,nf pries source 1,North,10,1.68,8.066666667,6.033333333,0.133333333
Johnny darter,nf pries source 2,1,nf pries source 2,North,13,1.666666667,7.416666667,7.6,0.066666667
Johnny darter,nf pries 1,1,nf pries 1,North,9,1.841333333,17.71666667,22.33333333,0.116666667
Johnny darter,nf pries 2,26,nf pries 2,North,10,3.386666667,33.76666667,27.43333333,0.316666667
Johnny darter,nf walsch,46,nf walsch,North,9,2.853333333,51.06666667,27.18333333,0.283333333
Johnny darter,nf shea,56,nf shea,North,9,4.133333333,33.18333333,30.65,0.133333333
Johnny darter,nf jech,6,nf jech,North,11,4.653333333,54.06666667,30.4,0.15
Johnny darter,nf tradup,13,nf tradup,North,10,6.013333333,59.5,23.83333333,0.066666667
Johnny darter,nf elgin,18,nf elgin,North,11,7.926666667,43.23333333,23.9,0.033333333
Johnny darter,nf jech pond,9,nf jech pond,North,12,8.273333333,45.46666667,19.78333333,0
Johnny darter,nf sjech,4,nf sjech,North,13,8.193333333,46.75,28.53333333,0.033333333
Johnny darter,nf reiter,3,nf reiter,North,13,5.353333333,55.38333333,27.1,0.2
Johnny darter,nf borgen,11,nf borgen,North,15,7.386666667,63.58333333,20.76666667,0.05
Johnny darter,nf crary,32,nf crary,North,13,9.673333333,45.56666667,21.85,0
Johnny darter,nf kcrary,20,nf kcrary,North,12,12.26,34.61666667,27.36666667,0.2
Johnny darter,nf carley,36,nf carley,North,13,11.28125,40.953125,17.484375,0
Johnny darter,nf breiter,3,nf breiter,North,8,11.85333333,34.66666667,57.38333333,0
Johnny darter,nf logan,,nf logan,North,11,6.426666667,21.46666667,37.86666667,0.083333333
Johnny darter,nf upper wwma,17,nf upper wwma,North,12,15.21333333,41.45,40.3,0.05
Johnny darter,nf fairwater,,nf fairwater,North,,12.48,,,
Johnny darter,nf elba,,nf elba,North,14,11.26666667,36.93333333,56.55,0
Johnny darter,mf crow springs source,,mf crow springs source,Middle,13,6.246666667,14.36666667,35.66666667,0.85
Johnny darter,mf crow springs hwy 9,,mf crow springs hwy 9,Middle,8,4.393333333,53.26666667,23.35,0.183333333
Johnny darter,mf crow springs biers,,mf crow springs biers,Middle,12,4.193333333,43.38333333,39.93333333,0.1
Johnny darter,mf hines 107,7,mf hines 107,Middle,7,2.426666667,21.74074074,13.05555556,0.233333333
Johnny darter,mf russel,6,mf russel,Middle,11,3.1,29.95,31.88333333,0.316666667
Johnny darter,mf kriedermacher,46,mf kriedermacher,Middle,11,4.04,19.3,25.11666667,0.3
Johnny darter,mf bedtke,7,mf bedtke,Middle,12,3.713333333,38.95,38.41666667,0.3
Johnny darter,mf palmby,16,mf palmby,Middle,14,4.313333333,29.03333333,30.8,0.35
Johnny darter,mf bedtka,22,mf bedtka,Middle,13,3.806666667,58.93333333,28.4,0.25
Johnny darter,mf duellman,18,mf duellman,Middle,16,6.086666667,34.28333333,25.06666667,0.166666667
Johnny darter,mf halbakken,48,mf halbakken,Middle,10,6.613333333,34.88333333,18.25,0.25
Johnny darter,mf hentges,3,mf hentges,Middle,14,6.4,34.65,35.73333333,0.333333333
Johnny darter,mf quincy,,mf quincy,Middle,13,7.53,,,
Johnny darter,mf cwwma,,mf cwwma,Middle,12,11.77333333,49.31666667,54.28333333,0.45
Johnny darter,mf group camp,,mf group camp,Middle,14,9.493333333,44.28333333,24.48333333,0
Johnny darter,mf south picnic,3,mf south picnic,Middle,10,11.43333333,35.55,53.71666667,0.15
Johnny darter,mf park campground,,mf park campground,Middle,8,9.653333333,36.56666667,55.5,0.016666667
Johnny darter,mf lazy d,,mf lazy d,Middle,12,9.34,46.21666667,59.68333333,0.116666667
Johnny darter,mf swwma,,mf swwma,Middle,12,10.62,30.33333333,39.56666667,0
Johnny darter,sf eyota,,sf eyota,South,,6.51,,,
Johnny darter,sf grahams arena,,sf grahams arena,South,14,2.893333333,16.4,13.5,0.55
Johnny darter,sf eyota ditch,5,sf eyota ditch,South,13,2.246666667,22.05,26.83333333,0.5
Johnny darter,sf c. franke source,,sf c. franke source,South,9,1.693333333,17.95454545,21.65909091,0.166666667
Johnny darter,sf c. franke,41,sf c. franke,South,10,2.68,23.2962963,12.16666667,0.45
Johnny darter,sf b. franke,59,sf b. franke,South,11,3.46,34.26666667,27.5,0.25
Johnny darter,sf keefe,57,sf keefe,South,13,4.94,33.16666667,22.1,0.216666667
Johnny darter,sf millard,15,sf millard,South,10,4.533333333,61.15,55.18333333,0.2
Johnny darter,sf irhke source,6,sf irhke source,South,8,6.206666667,44.25,24.76666667,0.083333333
Johnny darter,sf millard d/s,6,sf millard d/s,South,11,8.806666667,45.06666667,56.7,0.4
Johnny darter,sf zitzow,27,sf zitzow,South,10,6.76,29.38333333,35.93333333,0.583333333
Johnny darter,sf andring,15,sf andring,South,8,5.22,45.11666667,33.5,0.383333333
Johnny darter,sf park west,1,sf park west,South,12,5.746666667,41.66666667,43.16666667,0.316666667
Johnny darter,sf brookwood,1,sf brookwood,South,10,6.513333333,53.33333333,44.13333333,0.183333333
Johnny darter,sf scpu,18,sf scpu,South,12,9.533333333,53.45,33.88333333,0.283333333
Johnny darter,sf richland crossing,8,sf richland crossing,South,13,9.48,60.38333333,34.85,0.133333333
Johnny darter,sf person,4,sf person,South,12,9.546666667,44.93333333,55.45,0.416666667
Johnny darter,sf heins 37,4,sf heins 37,South,8,10.08666667,50.45,35.05,0.183333333
Johnny darter,sf high bridge,,sf high bridge,South,10,8.533333333,41.05,48.43333333,0.033333333
Johnny darter,sf u/s crystal springs,27,sf u/s crystal springs,South,,14.28,,,
Johnny darter,sf hwy 26,1,sf hwy 26,South,9,11.96666667,55.355,47.98333333,0.316666667
mottled sculpin,nf pries source 1,,nf pries source 1,North,10,1.68,8.066666667,6.033333333,0.133333333
mottled sculpin,nf pries source 2,,nf pries source 2,North,13,1.666666667,7.416666667,7.6,0.066666667
mottled sculpin,nf pries 1,,nf pries 1,North,9,1.841333333,17.71666667,22.33333333,0.116666667
mottled sculpin,nf pries 2,,nf pries 2,North,10,3.386666667,33.76666667,27.43333333,0.316666667
mottled sculpin,nf walsch,,nf walsch,North,9,2.853333333,51.06666667,27.18333333,0.283333333
mottled sculpin,nf shea,,nf shea,North,9,4.133333333,33.18333333,30.65,0.133333333
mottled sculpin,nf jech,,nf jech,North,11,4.653333333,54.06666667,30.4,0.15
mottled sculpin,nf tradup,,nf tradup,North,10,6.013333333,59.5,23.83333333,0.066666667
mottled sculpin,nf elgin,,nf elgin,North,11,7.926666667,43.23333333,23.9,0.033333333
mottled sculpin,nf jech pond,,nf jech pond,North,12,8.273333333,45.46666667,19.78333333,0
mottled sculpin,nf sjech,,nf sjech,North,13,8.193333333,46.75,28.53333333,0.033333333
mottled sculpin,nf reiter,,nf reiter,North,13,5.353333333,55.38333333,27.1,0.2
mottled sculpin,nf borgen,,nf borgen,North,15,7.386666667,63.58333333,20.76666667,0.05
mottled sculpin,nf crary,,nf crary,North,13,9.673333333,45.56666667,21.85,0
mottled sculpin,nf kcrary,,nf kcrary,North,12,12.26,34.61666667,27.36666667,0.2
mottled sculpin,nf carley,,nf carley,North,13,11.28125,40.953125,17.484375,0
mottled sculpin,nf breiter,,nf breiter,North,8,11.85333333,34.66666667,57.38333333,0
mottled sculpin,nf logan,,nf logan,North,11,6.426666667,21.46666667,37.86666667,0.083333333
mottled sculpin,nf upper wwma,,nf upper wwma,North,12,15.21333333,41.45,40.3,0.05
mottled sculpin,nf fairwater,,nf fairwater,North,,12.48,,,
mottled sculpin,nf elba,,nf elba,North,14,11.26666667,36.93333333,56.55,0
mottled sculpin,mf crow springs source,,mf crow springs source,Middle,13,6.246666667,14.36666667,35.66666667,0.85
mottled sculpin,mf crow springs hwy 9,103,mf crow springs hwy 9,Middle,8,4.393333333,53.26666667,23.35,0.183333333
mottled sculpin,mf crow springs biers,94,mf crow springs biers,Middle,12,4.193333333,43.38333333,39.93333333,0.1
mottled sculpin,mf hines 107,,mf hines 107,Middle,7,2.426666667,21.74074074,13.05555556,0.233333333
mottled sculpin,mf russel,,mf russel,Middle,11,3.1,29.95,31.88333333,0.316666667
mottled sculpin,mf kriedermacher,2,mf kriedermacher,Middle,11,4.04,19.3,25.11666667,0.3
mottled sculpin,mf bedtke,7,mf bedtke,Middle,12,3.713333333,38.95,38.41666667,0.3
mottled sculpin,mf palmby,38,mf palmby,Middle,14,4.313333333,29.03333333,30.8,0.35
mottled sculpin,mf bedtka,35,mf bedtka,Middle,13,3.806666667,58.93333333,28.4,0.25
mottled sculpin,mf duellman,52,mf duellman,Middle,16,6.086666667,34.28333333,25.06666667,0.166666667
mottled sculpin,mf halbakken,32,mf halbakken,Middle,10,6.613333333,34.88333333,18.25,0.25
mottled sculpin,mf hentges,38,mf hentges,Middle,14,6.4,34.65,35.73333333,0.333333333
mottled sculpin,mf quincy,23,mf quincy,Middle,13,7.53,,,
mottled sculpin,mf cwwma,125,mf cwwma,Middle,12,11.77333333,49.31666667,54.28333333,0.45
mottled sculpin,mf group camp,38,mf group camp,Middle,14,9.493333333,44.28333333,24.48333333,0
mottled sculpin,mf south picnic,89,mf south picnic,Middle,10,11.43333333,35.55,53.71666667,0.15
mottled sculpin,mf park campground,33,mf park campground,Middle,8,9.653333333,36.56666667,55.5,0.016666667
mottled sculpin,mf lazy d,39,mf lazy d,Middle,12,9.34,46.21666667,59.68333333,0.116666667
mottled sculpin,mf swwma,32,mf swwma,Middle,12,10.62,30.33333333,39.56666667,0
mottled sculpin,sf eyota,,sf eyota,South,,6.51,,,
mottled sculpin,sf grahams arena,,sf grahams arena,South,14,2.893333333,16.4,13.5,0.55
mottled sculpin,sf eyota ditch,,sf eyota ditch,South,13,2.246666667,22.05,26.83333333,0.5
mottled sculpin,sf c. franke source,,sf c. franke source,South,9,1.693333333,17.95454545,21.65909091,0.166666667
mottled sculpin,sf c. franke,,sf c. franke,South,10,2.68,23.2962963,12.16666667,0.45
mottled sculpin,sf b. franke,,sf b. franke,South,11,3.46,34.26666667,27.5,0.25
mottled sculpin,sf keefe,,sf keefe,South,13,4.94,33.16666667,22.1,0.216666667
mottled sculpin,sf millard,,sf millard,South,10,4.533333333,61.15,55.18333333,0.2
mottled sculpin,sf irhke source,,sf irhke source,South,8,6.206666667,44.25,24.76666667,0.083333333
mottled sculpin,sf millard d/s,,sf millard d/s,South,11,8.806666667,45.06666667,56.7,0.4
mottled sculpin,sf zitzow,,sf zitzow,South,10,6.76,29.38333333,35.93333333,0.583333333
mottled sculpin,sf andring,,sf andring,South,8,5.22,45.11666667,33.5,0.383333333
mottled sculpin,sf park west,,sf park west,South,12,5.746666667,41.66666667,43.16666667,0.316666667
mottled sculpin,sf brookwood,,sf brookwood,South,10,6.513333333,53.33333333,44.13333333,0.183333333
mottled sculpin,sf scpu,,sf scpu,South,12,9.533333333,53.45,33.88333333,0.283333333
mottled sculpin,sf richland crossing,,sf richland crossing,South,13,9.48,60.38333333,34.85,0.133333333
mottled sculpin,sf person,,sf person,South,12,9.546666667,44.93333333,55.45,0.416666667
mottled sculpin,sf heins 37,,sf heins 37,South,8,10.08666667,50.45,35.05,0.183333333
mottled sculpin,sf high bridge,,sf high bridge,South,10,8.533333333,41.05,48.43333333,0.033333333
mottled sculpin,sf u/s crystal springs,1,sf u/s crystal springs,South,,14.28,,,
mottled sculpin,sf hwy 26,,sf hwy 26,South,9,11.96666667,55.355,47.98333333,0.316666667
slimy sculpin,nf pries source 1,,nf pries source 1,North,10,1.68,8.066666667,6.033333333,0.133333333
slimy sculpin,nf pries source 2,,nf pries source 2,North,13,1.666666667,7.416666667,7.6,0.066666667
slimy sculpin,nf pries 1,,nf pries 1,North,9,1.841333333,17.71666667,22.33333333,0.116666667
slimy sculpin,nf pries 2,,nf pries 2,North,10,3.386666667,33.76666667,27.43333333,0.316666667
slimy sculpin,nf walsch,,nf walsch,North,9,2.853333333,51.06666667,27.18333333,0.283333333
slimy sculpin,nf shea,,nf shea,North,9,4.133333333,33.18333333,30.65,0.133333333
slimy sculpin,nf jech,,nf jech,North,11,4.653333333,54.06666667,30.4,0.15
slimy sculpin,nf tradup,,nf tradup,North,10,6.013333333,59.5,23.83333333,0.066666667
slimy sculpin,nf elgin,,nf elgin,North,11,7.926666667,43.23333333,23.9,0.033333333
slimy sculpin,nf jech pond,7,nf jech pond,North,12,8.273333333,45.46666667,19.78333333,0
slimy sculpin,nf sjech,1,nf sjech,North,13,8.193333333,46.75,28.53333333,0.033333333
slimy sculpin,nf reiter,,nf reiter,North,13,5.353333333,55.38333333,27.1,0.2
slimy sculpin,nf borgen,1,nf borgen,North,15,7.386666667,63.58333333,20.76666667,0.05
slimy sculpin,nf crary,9,nf crary,North,13,9.673333333,45.56666667,21.85,0
slimy sculpin,nf kcrary,11,nf kcrary,North,12,12.26,34.61666667,27.36666667,0.2
slimy sculpin,nf carley,3,nf carley,North,13,11.28125,40.953125,17.484375,0
slimy sculpin,nf breiter,125,nf breiter,North,8,11.85333333,34.66666667,57.38333333,0
slimy sculpin,nf logan,97,nf logan,North,11,6.426666667,21.46666667,37.86666667,0.083333333
slimy sculpin,nf upper wwma,97,nf upper wwma,North,12,15.21333333,41.45,40.3,0.05
slimy sculpin,nf fairwater,21,nf fairwater,North,,12.48,,,
slimy sculpin,nf elba,21,nf elba,North,14,11.26666667,36.93333333,56.55,0
slimy sculpin,mf crow springs source,,mf crow springs source,Middle,13,6.246666667,14.36666667,35.66666667,0.85
slimy sculpin,mf crow springs hwy 9,,mf crow springs hwy 9,Middle,8,4.393333333,53.26666667,23.35,0.183333333
slimy sculpin,mf crow springs biers,,mf crow springs biers,Middle,12,4.193333333,43.38333333,39.93333333,0.1
slimy sculpin,mf hines 107,,mf hines 107,Middle,7,2.426666667,21.74074074,13.05555556,0.233333333
slimy sculpin,mf russel,,mf russel,Middle,11,3.1,29.95,31.88333333,0.316666667
slimy sculpin,mf kriedermacher,,mf kriedermacher,Middle,11,4.04,19.3,25.11666667,0.3
slimy sculpin,mf bedtke,,mf bedtke,Middle,12,3.713333333,38.95,38.41666667,0.3
slimy sculpin,mf palmby,,mf palmby,Middle,14,4.313333333,29.03333333,30.8,0.35
slimy sculpin,mf bedtka,,mf bedtka,Middle,13,3.806666667,58.93333333,28.4,0.25
slimy sculpin,mf duellman,,mf duellman,Middle,16,6.086666667,34.28333333,25.06666667,0.166666667
slimy sculpin,mf halbakken,,mf halbakken,Middle,10,6.613333333,34.88333333,18.25,0.25
slimy sculpin,mf hentges,,mf hentges,Middle,14,6.4,34.65,35.73333333,0.333333333
slimy sculpin,mf quincy,,mf quincy,Middle,13,7.53,,,
slimy sculpin,mf cwwma,,mf cwwma,Middle,12,11.77333333,49.31666667,54.28333333,0.45
slimy sculpin,mf group camp,,mf group camp,Middle,14,9.493333333,44.28333333,24.48333333,0
slimy sculpin,mf south picnic,,mf south picnic,Middle,10,11.43333333,35.55,53.71666667,0.15
slimy sculpin,mf park campground,,mf park campground,Middle,8,9.653333333,36.56666667,55.5,0.016666667
slimy sculpin,mf lazy d,,mf lazy d,Middle,12,9.34,46.21666667,59.68333333,0.116666667
slimy sculpin,mf swwma,,mf swwma,Middle,12,10.62,30.33333333,39.56666667,0
slimy sculpin,sf eyota,,sf eyota,South,,6.51,,,
slimy sculpin,sf grahams arena,,sf grahams arena,South,14,2.893333333,16.4,13.5,0.55
slimy sculpin,sf eyota ditch,,sf eyota ditch,South,13,2.246666667,22.05,26.83333333,0.5
slimy sculpin,sf c. franke source,,sf c. franke source,South,9,1.693333333,17.95454545,21.65909091,0.166666667
slimy sculpin,sf c. franke,,sf c. franke,South,10,2.68,23.2962963,12.16666667,0.45
slimy sculpin,sf b. franke,,sf b. franke,South,11,3.46,34.26666667,27.5,0.25
